id,gender,age,emotion,race
1,男性,22,悲伤,亚洲人
2,"未知(男：59.57,女：40.43)",21,中性,亚洲人
3,男性,31,高兴,中东人
4,男性,36,悲伤,亚洲人
5,男性,25,悲伤,拉丁裔
6,男性,22,中性,亚洲人
7,男性,25,高兴,白人
8,男性,29,中性,印度人
9,男性,38,悲伤,白人
10,男性,30,中性,拉丁裔
11,男性,26,中性,亚洲人
12,男性,26,生气,亚洲人
13,男性,23,中性,亚洲人
14,男性,29,高兴,亚洲人
15,男性,20,高兴,亚洲人
16,男性,32,高兴,亚洲人
17,女性,26,高兴,拉丁裔
18,男性,29,高兴,亚洲人
19,男性,23,高兴,白人
