id,gender,age,emotion,race
1,男性,43,高兴,亚洲人
2,男性,24,悲伤,亚洲人
3,男性,28,悲伤,亚洲人
4,男性,27,悲伤,亚洲人
5,男性,23,高兴,印度人
6,男性,23,恐惧,亚洲人
7,男性,30,中性,亚洲人
8,男性,33,中性,白人
9,男性,23,中性,亚洲人
10,男性,22,中性,亚洲人
11,男性,22,高兴,亚洲人
12,男性,34,悲伤,亚洲人
13,女性,30,高兴,亚洲人
14,男性,33,悲伤,亚洲人
15,男性,24,高兴,中东人
16,男性,34,高兴,亚洲人
17,男性,32,中性,亚洲人
18,男性,33,高兴,印度人
19,男性,37,高兴,亚洲人
