id,gender,age,emotion,race
1,女性,39,高兴,亚洲人
2,男性,30,高兴,亚洲人
3,男性,22,高兴,亚洲人
4,男性,25,高兴,亚洲人
5,男性,28,中性,亚洲人
6,男性,25,中性,亚洲人
7,男性,29,高兴,亚洲人
